#{"t_start": 1627392493.40241, "env_id": null}
r,l,t
24.903815,3,30460.983756
18.422746,3,30497.490305
23.190186,3,30532.418226
52.621564,3,30607.409454
19.883962,3,30644.148777
40.291099,3,30708.877031
37.176042,3,30760.149956
34.146179,3,30812.073178
34.907061,3,30861.524672
60.377532,3,30940.111243
65.98461,3,31032.906125
40.54816,3,31087.009358
50.716848,3,31156.981643
16.518426,3,31189.430541
59.121799,3,31279.94827
24.244723,3,31317.819757
2.511602,3,31336.291445
55.728352,3,31409.372795
56.166164,3,31490.02975
41.453199,3,31547.101721
36.931491,3,31607.511774
12.251934,3,31630.306114
26.661033,3,31672.198733
78.40717,3,31795.11959
55.026603,3,31870.093523
84.236966,3,31986.849377
67.405814,3,32082.633085
11.320191,3,32104.106448
0.7032,3,32111.502026
35.030821,3,32168.273042
21.327734,3,32199.709669
29.495662,3,32244.769924
4.412555,3,32258.490775
5.86083,3,32281.53667
14.144816,3,32305.335134
39.127952,3,32363.249305
8.5601,3,32381.404592
3.360198,3,32393.713248
16.812496,3,32427.528597
13.113806,3,32453.242234
27.36176,3,32501.057134
26.110461,3,32545.090354
0.039192,3,32552.022955
20.51666,3,32590.228504
25.667959,3,32639.814487
2.802517,3,32654.767723
25.84528,3,32693.413236
25.728585,3,32733.004701
69.126346,3,32832.339914
2.730152,3,32846.259317
9.631508,3,32865.880365
26.055553,3,32906.548364
35.36073,3,32962.600451
17.285694,3,32995.667793
13.547588,3,33025.130945
32.172199,3,33078.093277
1.551654,3,33087.1808
0.004996,3,33093.562988
0.610486,3,33100.309139
65.160036,3,33189.514638
36.572816,3,33248.968476
86.890238,3,33357.639815
48.052266,3,33425.590415
65.694325,3,33514.078495
11.197044,3,33548.779256
19.587195,3,33579.921676
44.281095,3,33651.067507
20.053695,3,33689.436548
3.495146,3,33700.997089
18.877629,3,33737.230172
6.807089,3,33759.764637
47.686944,3,33848.515641
64.033184,3,33955.123712
26.344305,3,33997.546928
11.715291,3,34027.665432
91.722951,3,34149.253125
46.600325,3,34215.954997
23.416239,3,34253.155302
56.16368,3,34355.27857
24.980278,3,34395.946179
68.308696,3,34498.24352
48.411841,3,34562.553734
6.820907,3,34588.021479
14.2514,3,34619.038615
21.104976,3,34651.851064
12.490419,3,34677.502533
17.577893,3,34704.983603
7.402317,3,34726.963098
84.11514,3,34851.622094
13.341485,3,34879.225845
17.23714,3,34906.48434
49.55384,3,34983.351241
24.236394,3,35024.646094
5.871427,3,35037.813888
7.399214,3,35057.430708
45.846534,3,35125.936609
28.734622,3,35167.855512
4.721529,3,35182.071679
76.769836,3,35288.369152
3.541089,3,35303.261171
6.300387,3,35319.09158
23.55651,3,35358.552204
25.576191,3,35402.538797
35.319811,3,35456.974768
101.09518,1,35593.955064
32.038949,3,35640.245592
34.206014,3,35696.217312
31.806834,3,35748.246118
38.135507,3,35804.044304
31.534648,3,35851.174912
24.061671,3,35898.337606
11.486851,3,35920.51241
16.076155,3,35952.581036
22.911331,3,35984.110531
8.62588,3,36006.42966
32.757433,3,36055.404397
25.387676,3,36097.387179
7.20056,3,36127.440445
90.765561,3,36282.951464
78.38717,3,36387.321275
6.069498,3,36405.061757
27.180971,3,36447.990565
54.791565,3,36540.090301
68.984078,3,36625.684295
16.979537,3,36657.434691
31.281846,3,36714.946206
6.853035,3,36739.755411
5.534461,3,36755.45981
40.396823,3,36809.769821
52.530535,3,36883.186876
45.747625,3,36950.019225
34.944609,3,37005.551514
70.301885,3,37110.41073
24.959589,3,37150.60466
57.652091,3,37234.373416
39.291454,3,37298.144087
27.134667,3,37339.674924
20.645817,3,37376.55533
19.194158,3,37411.094609
40.813631,3,37474.750035
77.435678,3,37594.750683
32.527622,3,37662.742171
97.044435,2,37813.901702
6.250253,3,37833.716488
59.549616,3,37925.314723
15.901926,3,37958.190738
8.009514,3,37975.249938
24.530705,3,38016.315544
59.123601,3,38104.824576
32.679593,3,38151.971081
16.090097,3,38187.86977
89.244149,3,38308.870532
26.837923,3,38349.136876
73.360852,3,38439.522965
24.623511,3,38484.600288
27.691375,3,38523.825475
30.872214,3,38577.668162
24.15082,3,38617.99415
43.642935,3,38682.964666
38.701914,3,38736.065647
38.419955,3,38796.532778
55.175635,3,38871.417777
44.76317,3,38933.260942
30.697972,3,38980.510084
18.157692,3,39008.022017
43.943671,3,39084.805843
13.410003,3,39108.189845
30.557251,3,39160.599634
49.689955,3,39227.849899
3.064256,3,39239.524155
57.671372,3,39312.913012
31.701523,3,39361.769914
32.162234,3,39407.861543
11.029257,3,39428.658564
66.377606,3,39516.857806
39.991238,3,39583.362894
3.157722,3,39595.733741
0.85051,3,39603.394009
90.495951,3,39740.530459
50.811472,3,39807.921297
39.491619,3,39868.108078
7.667061,3,39890.875521
26.335911,3,39938.988715
50.990335,3,40014.533518
15.892048,3,40041.851411
17.232806,3,40072.743284
7.806841,3,40094.869108
6.558569,3,40120.591019
25.019974,3,40163.729435
46.471433,3,40232.789739
17.969218,3,40261.587949
0.612202,3,40269.084686
16.206068,3,40305.439421
38.951544,3,40356.684588
26.69778,3,40406.4984
101.516939,3,40543.460434
9.138489,3,40564.138024
46.134466,3,40634.876813
22.321832,3,40678.175058
100.758623,3,40811.638499
21.135869,3,40849.227909
2.461518,3,40859.985813
12.414543,3,40890.751419
14.902325,3,40922.634801
41.251254,3,40979.603786
1.616966,3,40988.40467
11.021138,3,41009.241341
71.669797,3,41113.304144
12.730246,3,41136.638364
64.65111,3,41231.415839
71.133629,3,41341.008012
16.328528,3,41368.428169
24.376185,3,41403.33969
61.862193,3,41487.544024
75.942542,3,41589.850885
12.629573,3,41611.644079
57.204168,3,41699.252786
67.218656,3,41785.502053
13.527225,3,41814.915449
16.964557,3,41851.865914
6.978247,3,41869.565764
11.300477,3,41891.846067
53.298262,3,41965.885241
18.213756,3,42003.322312
31.515657,3,42048.710705
52.407244,3,42124.833064
45.579274,3,42192.079785
32.219624,3,42237.688183
21.280787,3,42270.486351
46.265127,3,42344.276113
16.734517,3,42373.345002
27.365728,3,42415.315969
39.016455,3,42471.609283
34.692524,3,42522.77072
48.528701,3,42595.742974
38.872209,3,42648.002301
29.512068,3,42691.426536
53.256966,3,42766.928288
24.965209,3,42801.909474
85.601745,3,42917.456331
6.97972,3,42933.324764
17.405316,3,42963.695962
10.965024,3,42987.080619
0.22741,3,42995.203516
24.916531,3,43031.159713
0.131757,3,43037.815851
40.713472,3,43102.296296
32.37741,3,43151.618514
68.394576,3,43241.929421
60.541192,3,43328.022378
44.035722,3,43405.176645
77.360696,3,43521.522619
82.917347,3,43639.2134
62.564208,3,43729.470783
72.410565,3,43815.739254
29.402266,3,43861.562772
15.784687,3,43888.073927
53.696293,3,43962.458362
3.218464,3,43979.336567
65.702556,3,44065.573816
13.446561,3,44091.252986
28.803397,3,44139.869721
11.41581,3,44163.719769
